category_id,category_name,category_slug,wp_category_id,section_id,section_name,parent_section_id,parent_section_name,section_path,section_source_url
115000032731,Integrations,integrations,775426001,49375695997851,Canva,14508660690203,More integrations,More integrations > Canva,https://help.klaviyo.com/hc/en-us/sections/49375695997851-Canva
115000032731,Integrations,integrations,775426001,49375270871835,Chargebee,115001497827,Payments,Payments > Chargebee,https://help.klaviyo.com/hc/en-us/sections/49375270871835-Chargebee
115000032731,Integrations,integrations,775426001,49375712903579,ChowNow,49375842536731,Restaurants,Restaurants > ChowNow,https://help.klaviyo.com/hc/en-us/sections/49375712903579-ChowNow
115000032731,Integrations,integrations,775426001,49375952441243,Cloudbeds,37673289679771,Hotels and travel,Hotels and travel > Cloudbeds,https://help.klaviyo.com/hc/en-us/sections/49375952441243-Cloudbeds
115000032731,Integrations,integrations,775426001,49375709970843,Dutchie POS,49375834311579,POS,POS > Dutchie POS,https://help.klaviyo.com/hc/en-us/sections/49375709970843-Dutchie-POS
115000032731,Integrations,integrations,775426001,49375465238811,Ecommerce integrations,49375885989787,How integrations work,How integrations work > Ecommerce integrations,https://help.klaviyo.com/hc/en-us/sections/49375465238811-Ecommerce-integrations
115000032731,Integrations,integrations,775426001,48484642896283,General,37673289679771,Hotels and travel,Hotels and travel > General,https://help.klaviyo.com/hc/en-us/sections/48484642896283-General
115000032731,Integrations,integrations,775426001,49375348896539,Getting started with BigCommerce,115001509808,BigCommerce,BigCommerce > Getting started with BigCommerce,https://help.klaviyo.com/hc/en-us/sections/49375348896539-Getting-started-with-BigCommerce
115000032731,Integrations,integrations,775426001,49375363814555,Getting started with Shopify,115001509748,Shopify,Shopify > Getting started with Shopify,https://help.klaviyo.com/hc/en-us/sections/49375363814555-Getting-started-with-Shopify
115000032731,Integrations,integrations,775426001,49375361959963,Getting started with WooCommerce,49375926871067,WooCommerce,WooCommerce > Getting started with WooCommerce,https://help.klaviyo.com/hc/en-us/sections/49375361959963-Getting-started-with-WooCommerce
115000032731,Integrations,integrations,775426001,49375230792219,Gorgias,14515594814619,Support and help desk,Support and help desk > Gorgias,https://help.klaviyo.com/hc/en-us/sections/49375230792219-Gorgias
115000032731,Integrations,integrations,775426001,49375906904603,Guesty,37673289679771,Hotels and travel,Hotels and travel > Guesty,https://help.klaviyo.com/hc/en-us/sections/49375906904603-Guesty
115000032731,Integrations,integrations,775426001,49375230225051,Magento 1,14521703806363,Adobe Commerce (Magento),Adobe Commerce (Magento) > Magento 1,https://help.klaviyo.com/hc/en-us/sections/49375230225051-Magento-1
115000032731,Integrations,integrations,775426001,49375921845787,Mews,37673289679771,Hotels and travel,Hotels and travel > Mews,https://help.klaviyo.com/hc/en-us/sections/49375921845787-Mews
115000032731,Integrations,integrations,775426001,49375544319515,Migrate from an email service provider,49375918518171,Migrate to Klaviyo,Migrate to Klaviyo > Migrate from an email service provider,https://help.klaviyo.com/hc/en-us/sections/49375544319515-Migrate-from-an-email-service-provider
115000032731,Integrations,integrations,775426001,49375918518171,Migrate to Klaviyo,,,Migrate to Klaviyo,https://help.klaviyo.com/hc/en-us/sections/49375918518171-Migrate-to-Klaviyo
115000032731,Integrations,integrations,775426001,49375361359643,BigCommerce best practices,115001509808,BigCommerce,BigCommerce > BigCommerce best practices,https://help.klaviyo.com/hc/en-us/sections/49375361359643-BigCommerce-best-practices
115000032731,Integrations,integrations,775426001,49375304270747,Help Scout,14515594814619,Support and help desk,Support and help desk > Help Scout,https://help.klaviyo.com/hc/en-us/sections/49375304270747-Help-Scout
115000032731,Integrations,integrations,775426001,49375208299035,Lightspeed,49375834311579,POS,POS > Lightspeed,https://help.klaviyo.com/hc/en-us/sections/49375208299035-Lightspeed
115000032731,Integrations,integrations,775426001,49375848540187,Magento 2,14521703806363,Adobe Commerce (Magento),Adobe Commerce (Magento) > Magento 2,https://help.klaviyo.com/hc/en-us/sections/49375848540187-Magento-2
115000032731,Integrations,integrations,775426001,49375599125915,Migrate from an SMS platform,49375918518171,Migrate to Klaviyo,Migrate to Klaviyo > Migrate from an SMS platform,https://help.klaviyo.com/hc/en-us/sections/49375599125915-Migrate-from-an-SMS-platform
115000032731,Integrations,integrations,775426001,49375633481115,Olo,49375842536731,Restaurants,Restaurants > Olo,https://help.klaviyo.com/hc/en-us/sections/49375633481115-Olo
115000032731,Integrations,integrations,775426001,49375270259227,Segment,14508660690203,More integrations,More integrations > Segment,https://help.klaviyo.com/hc/en-us/sections/49375270259227-Segment
115000032731,Integrations,integrations,775426001,115001509748,Shopify,,,Shopify,https://help.klaviyo.com/hc/en-us/sections/115001509748-Shopify
115000032731,Integrations,integrations,775426001,49375337479451,Shopify best practices,115001509748,Shopify,Shopify > Shopify best practices,https://help.klaviyo.com/hc/en-us/sections/49375337479451-Shopify-best-practices
115000032731,Integrations,integrations,775426001,49375362527003,WooCommerce best practices,49375926871067,WooCommerce,WooCommerce > WooCommerce best practices,https://help.klaviyo.com/hc/en-us/sections/49375362527003-WooCommerce-best-practices
115000032731,Integrations,integrations,775426001,49375866312475,Eventbrite,14508660690203,More integrations,More integrations > Eventbrite,https://help.klaviyo.com/hc/en-us/sections/49375866312475-Eventbrite
115000032731,Integrations,integrations,775426001,49375712221211,Intercom,14515594814619,Support and help desk,Support and help desk > Intercom,https://help.klaviyo.com/hc/en-us/sections/49375712221211-Intercom
115000032731,Integrations,integrations,775426001,49375703042715,OpenTable,49375842536731,Restaurants,Restaurants > OpenTable,https://help.klaviyo.com/hc/en-us/sections/49375703042715-OpenTable
115000032731,Integrations,integrations,775426001,49375313263771,Recurly,115001497827,Payments,Payments > Recurly,https://help.klaviyo.com/hc/en-us/sections/49375313263771-Recurly
115000032731,Integrations,integrations,775426001,49375372745115,Shopify troubleshooting,115001509748,Shopify,Shopify > Shopify troubleshooting,https://help.klaviyo.com/hc/en-us/sections/49375372745115-Shopify-troubleshooting
115000032731,Integrations,integrations,775426001,49375204777755,Square,49375834311579,POS,POS > Square,https://help.klaviyo.com/hc/en-us/sections/49375204777755-Square
115000032731,Integrations,integrations,775426001,49375926871067,WooCommerce,,,WooCommerce,https://help.klaviyo.com/hc/en-us/sections/49375926871067-WooCommerce
115000032731,Integrations,integrations,775426001,49375375690779,WooCommerce troubleshooting,49375926871067,WooCommerce,WooCommerce > WooCommerce troubleshooting,https://help.klaviyo.com/hc/en-us/sections/49375375690779-WooCommerce-troubleshooting
115000032731,Integrations,integrations,775426001,14521703806363,Adobe Commerce (Magento),,,Adobe Commerce (Magento),https://help.klaviyo.com/hc/en-us/sections/14521703806363-Adobe-Commerce-Magento
115000032731,Integrations,integrations,775426001,49375618546715,Amazon Buy with Prime,14508660690203,More integrations,More integrations > Amazon Buy with Prime,https://help.klaviyo.com/hc/en-us/sections/49375618546715-Amazon-Buy-with-Prime
115000032731,Integrations,integrations,775426001,49375303752731,Olark,14515594814619,Support and help desk,Support and help desk > Olark,https://help.klaviyo.com/hc/en-us/sections/49375303752731-Olark
115000032731,Integrations,integrations,775426001,49375701875995,PAR Punchh,49375842536731,Restaurants,Restaurants > PAR Punchh,https://help.klaviyo.com/hc/en-us/sections/49375701875995-PAR-Punchh
115000032731,Integrations,integrations,775426001,49375433788699,Stripe,115001497827,Payments,Payments > Stripe,https://help.klaviyo.com/hc/en-us/sections/49375433788699-Stripe
115000032731,Integrations,integrations,775426001,49375328411035,OpenCart,14508660690203,More integrations,More integrations > OpenCart,https://help.klaviyo.com/hc/en-us/sections/49375328411035-OpenCart
115000032731,Integrations,integrations,775426001,49375889864603,PrestaShop,,,PrestaShop,https://help.klaviyo.com/hc/en-us/sections/49375889864603-PrestaShop
115000032731,Integrations,integrations,775426001,49375725776283,Thanx,49375842536731,Restaurants,Restaurants > Thanx,https://help.klaviyo.com/hc/en-us/sections/49375725776283-Thanx
115000032731,Integrations,integrations,775426001,49375324517787,Zendesk,14515594814619,Support and help desk,Support and help desk > Zendesk,https://help.klaviyo.com/hc/en-us/sections/49375324517787-Zendesk
115000032731,Integrations,integrations,775426001,115001509808,BigCommerce,,,BigCommerce,https://help.klaviyo.com/hc/en-us/sections/115001509808-BigCommerce
115000032731,Integrations,integrations,775426001,49375320292763,Shift4Shop,14508660690203,More integrations,More integrations > Shift4Shop,https://help.klaviyo.com/hc/en-us/sections/49375320292763-Shift4Shop
115000032731,Integrations,integrations,775426001,49375688471707,Toast,49375842536731,Restaurants,Restaurants > Toast,https://help.klaviyo.com/hc/en-us/sections/49375688471707-Toast
115000032731,Integrations,integrations,775426001,49375912534427,Salesforce Commerce Cloud,,,Salesforce Commerce Cloud,https://help.klaviyo.com/hc/en-us/sections/49375912534427-Salesforce-Commerce-Cloud
115000032731,Integrations,integrations,775426001,49375225542683,Shopware,14508660690203,More integrations,More integrations > Shopware,https://help.klaviyo.com/hc/en-us/sections/49375225542683-Shopware
115000032731,Integrations,integrations,775426001,49375329648795,Spree,14508660690203,More integrations,More integrations > Spree,https://help.klaviyo.com/hc/en-us/sections/49375329648795-Spree
115000032731,Integrations,integrations,775426001,49375976757403,Wix,,,Wix,https://help.klaviyo.com/hc/en-us/sections/49375976757403-Wix
115000032731,Integrations,integrations,775426001,33922291008283,Advertising,,,Advertising,https://help.klaviyo.com/hc/en-us/sections/33922291008283-Advertising
115000032731,Integrations,integrations,775426001,49375215615771,Volusion,14508660690203,More integrations,More integrations > Volusion,https://help.klaviyo.com/hc/en-us/sections/49375215615771-Volusion
115000032731,Integrations,integrations,775426001,46281687549467,Klaviyo app for ChatGPT,,,Klaviyo app for ChatGPT,https://help.klaviyo.com/hc/en-us/sections/46281687549467-Klaviyo-app-for-ChatGPT
115000032731,Integrations,integrations,775426001,49375823429659,Salesforce CRM,14508660690203,More integrations,More integrations > Salesforce CRM,https://help.klaviyo.com/hc/en-us/sections/49375823429659-Salesforce-CRM
115000032731,Integrations,integrations,775426001,49375834311579,POS,,,POS,https://help.klaviyo.com/hc/en-us/sections/49375834311579-POS
115000032731,Integrations,integrations,775426001,49375844112283,Zoho,14508660690203,More integrations,More integrations > Zoho,https://help.klaviyo.com/hc/en-us/sections/49375844112283-Zoho
115000032731,Integrations,integrations,775426001,14515594814619,Support and help desk,,,Support and help desk,https://help.klaviyo.com/hc/en-us/sections/14515594814619-Support-and-help-desk
115000032731,Integrations,integrations,775426001,49375442134939,Landing pages and forms,,,Landing pages and forms,https://help.klaviyo.com/hc/en-us/sections/49375442134939-Landing-pages-and-forms
115000032731,Integrations,integrations,775426001,49375842536731,Restaurants,,,Restaurants,https://help.klaviyo.com/hc/en-us/sections/49375842536731-Restaurants
115000032731,Integrations,integrations,775426001,49375858731163,Health and wellness,,,Health and wellness,https://help.klaviyo.com/hc/en-us/sections/49375858731163-Health-and-wellness
115000032731,Integrations,integrations,775426001,115000036291,Meta Ads,33922291008283,Advertising,Advertising > Meta Ads,https://help.klaviyo.com/hc/en-us/sections/115000036291-Meta-Ads
115000032731,Integrations,integrations,775426001,37673289679771,Hotels and travel,,,Hotels and travel,https://help.klaviyo.com/hc/en-us/sections/37673289679771-Hotels-and-travel
115000032731,Integrations,integrations,775426001,49375957106587,Google Ads,33922291008283,Advertising,Advertising > Google Ads,https://help.klaviyo.com/hc/en-us/sections/49375957106587-Google-Ads
115000032731,Integrations,integrations,775426001,14515580344859,Shipping,,,Shipping,https://help.klaviyo.com/hc/en-us/sections/14515580344859-Shipping
115000032731,Integrations,integrations,775426001,115001497827,Payments,,,Payments,https://help.klaviyo.com/hc/en-us/sections/115001497827-Payments
115000032731,Integrations,integrations,775426001,49375686859419,TikTok Audiences,33922291008283,Advertising,Advertising > TikTok Audiences,https://help.klaviyo.com/hc/en-us/sections/49375686859419-TikTok-Audiences
115000032731,Integrations,integrations,775426001,14442709641499,Fundraising,,,Fundraising,https://help.klaviyo.com/hc/en-us/sections/14442709641499-Fundraising
115000032731,Integrations,integrations,775426001,49375731271323,Pinterest,33922291008283,Advertising,Advertising > Pinterest,https://help.klaviyo.com/hc/en-us/sections/49375731271323-Pinterest
115000032731,Integrations,integrations,775426001,14508660690203,More integrations,,,More integrations,https://help.klaviyo.com/hc/en-us/sections/14508660690203-More-integrations
115000032731,Integrations,integrations,775426001,49375213829275,Custom integrations,,,Custom integrations,https://help.klaviyo.com/hc/en-us/sections/49375213829275-Custom-integrations
115000032731,Integrations,integrations,775426001,49375648927771,Boulevard,49375858731163,Health and wellness,Health and wellness > Boulevard,https://help.klaviyo.com/hc/en-us/sections/49375648927771-Boulevard
115000032731,Integrations,integrations,775426001,49375885989787,How integrations work,,,How integrations work,https://help.klaviyo.com/hc/en-us/sections/49375885989787-How-integrations-work
115000032731,Integrations,integrations,775426001,49375589754907,Mindbody,49375858731163,Health and wellness,Health and wellness > Mindbody,https://help.klaviyo.com/hc/en-us/sections/49375589754907-Mindbody
115000032731,Integrations,integrations,775426001,49375631549979,Zenoti,49375858731163,Health and wellness,Health and wellness > Zenoti,https://help.klaviyo.com/hc/en-us/sections/49375631549979-Zenoti
115000032731,Integrations,integrations,775426001,49375330892955,Kickoff Labs,49375442134939,Landing pages and forms,Landing pages and forms > Kickoff Labs,https://help.klaviyo.com/hc/en-us/sections/49375330892955-Kickoff-Labs
115000032731,Integrations,integrations,775426001,49375302228891,Typeform,49375442134939,Landing pages and forms,Landing pages and forms > Typeform,https://help.klaviyo.com/hc/en-us/sections/49375302228891-Typeform
115000032731,Integrations,integrations,775426001,49375306241051,Unbounce,49375442134939,Landing pages and forms,Landing pages and forms > Unbounce,https://help.klaviyo.com/hc/en-us/sections/49375306241051-Unbounce
115000032731,Integrations,integrations,775426001,49375880717979,ShipStation,14515580344859,Shipping,Shipping > ShipStation,https://help.klaviyo.com/hc/en-us/sections/49375880717979-ShipStation
115000032731,Integrations,integrations,775426001,49375313742235,Wufoo,49375442134939,Landing pages and forms,Landing pages and forms > Wufoo,https://help.klaviyo.com/hc/en-us/sections/49375313742235-Wufoo
115000032731,Integrations,integrations,775426001,49375355165723,Classy,14442709641499,Fundraising,Fundraising > Classy,https://help.klaviyo.com/hc/en-us/sections/49375355165723-Classy
115000032731,Integrations,integrations,775426001,49375333314971,Donate.ly,14442709641499,Fundraising,Fundraising > Donate.ly,https://help.klaviyo.com/hc/en-us/sections/49375333314971-Donate-ly
115000032731,Integrations,integrations,775426001,49375356067483,DonorPerfect,14442709641499,Fundraising,Fundraising > DonorPerfect,https://help.klaviyo.com/hc/en-us/sections/49375356067483-DonorPerfect
115000032731,Integrations,integrations,775426001,49375327972635,Funraise,14442709641499,Fundraising,Fundraising > Funraise,https://help.klaviyo.com/hc/en-us/sections/49375327972635-Funraise
115000032731,Integrations,integrations,775426001,49375356604443,NeonCRM,14442709641499,Fundraising,Fundraising > NeonCRM,https://help.klaviyo.com/hc/en-us/sections/49375356604443-NeonCRM
115000032731,Integrations,integrations,775426001,49375216127259,Bloomerang Fundraising,14442709641499,Fundraising,Fundraising > Bloomerang Fundraising,https://help.klaviyo.com/hc/en-us/sections/49375216127259-Bloomerang-Fundraising
115000312411,Flows,flows,775425999,49375519423259,Abandoned cart flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Abandoned cart flows,https://help.klaviyo.com/hc/en-us/sections/49375519423259-Abandoned-cart-flows
115000312411,Flows,flows,775425999,14543417672475,Getting started with flows,,,Getting started with flows,https://help.klaviyo.com/hc/en-us/sections/14543417672475-Getting-started-with-flows
115000312411,Flows,flows,775425999,49375488863387,Set up flow filters and triggers,49375535264795,Build and use flows,Build and use flows > Set up flow filters and triggers,https://help.klaviyo.com/hc/en-us/sections/49375488863387-Set-up-flow-filters-and-triggers
115000312411,Flows,flows,775425999,49375526765723,Understand flows,14543417672475,Getting started with flows,Getting started with flows > Understand flows,https://help.klaviyo.com/hc/en-us/sections/49375526765723-Understand-flows
115000312411,Flows,flows,775425999,49375527980059,Add steps or actions to flows,49375535264795,Build and use flows,Build and use flows > Add steps or actions to flows,https://help.klaviyo.com/hc/en-us/sections/49375527980059-Add-steps-or-actions-to-flows
115000312411,Flows,flows,775425999,49375535264795,Build and use flows,,,Build and use flows,https://help.klaviyo.com/hc/en-us/sections/49375535264795-Build-and-use-flows
115000312411,Flows,flows,775425999,49375513668763,Welcome series flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Welcome series flows,https://help.klaviyo.com/hc/en-us/sections/49375513668763-Welcome-series-flows
115000312411,Flows,flows,775425999,49375505484315,Add past profiles to flows,49375535264795,Build and use flows,Build and use flows > Add past profiles to flows,https://help.klaviyo.com/hc/en-us/sections/49375505484315-Add-past-profiles-to-flows
115000312411,Flows,flows,775425999,14543713508123,Flow best practices and examples,,,Flow best practices and examples,https://help.klaviyo.com/hc/en-us/sections/14543713508123-Flow-best-practices-and-examples
115000312411,Flows,flows,775425999,49375576965019,Post-purchase flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Post-purchase flows,https://help.klaviyo.com/hc/en-us/sections/49375576965019-Post-purchase-flows
115000312411,Flows,flows,775425999,49375575868699,Back in stock flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Back in stock flows,https://help.klaviyo.com/hc/en-us/sections/49375575868699-Back-in-stock-flows
115000312411,Flows,flows,775425999,49375512180123,Manage flows,49375535264795,Build and use flows,Build and use flows > Manage flows,https://help.klaviyo.com/hc/en-us/sections/49375512180123-Manage-flows
115000312411,Flows,flows,775425999,49375565920923,Test and optimize flows,,,Test and optimize flows,https://help.klaviyo.com/hc/en-us/sections/49375565920923-Test-and-optimize-flows
115000312411,Flows,flows,775425999,49375568542619,Browse abandonment flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Browse abandonment flows,https://help.klaviyo.com/hc/en-us/sections/49375568542619-Browse-abandonment-flows
115000312411,Flows,flows,775425999,49375541273627,"Send, resend, and pause flows",49375535264795,Build and use flows,"Build and use flows > Send, resend, and pause flows",https://help.klaviyo.com/hc/en-us/sections/49375541273627-Send-resend-and-pause-flows
115000312411,Flows,flows,775425999,49375618030107,Troubleshooting flows,,,Troubleshooting flows,https://help.klaviyo.com/hc/en-us/sections/49375618030107-Troubleshooting-flows
115000312411,Flows,flows,775425999,49375546655131,Lifecycle flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Lifecycle flows,https://help.klaviyo.com/hc/en-us/sections/49375546655131-Lifecycle-flows
115000312411,Flows,flows,775425999,49375570280603,Ecommerce-specific flows,14543713508123,Flow best practices and examples,Flow best practices and examples > Ecommerce-specific flows,https://help.klaviyo.com/hc/en-us/sections/49375570280603-Ecommerce-specific-flows
115000312411,Flows,flows,775425999,49375906271003,Other,14543713508123,Flow best practices and examples,Flow best practices and examples > Other,https://help.klaviyo.com/hc/en-us/sections/49375906271003-Other
360000190711,Sign-up forms,sign-up-forms,775426003,14560094570651,Forms,,,Forms,https://help.klaviyo.com/hc/en-us/sections/14560094570651-Forms
360000190711,Sign-up forms,sign-up-forms,775426003,49375627555995,Getting started with consent pages,14560185127323,Consent pages,Consent pages > Getting started with consent pages,https://help.klaviyo.com/hc/en-us/sections/49375627555995-Getting-started-with-consent-pages
360000190711,Sign-up forms,sign-up-forms,775426003,49375864160923,Getting started with sign-up forms,14560094570651,Forms,Forms > Getting started with sign-up forms,https://help.klaviyo.com/hc/en-us/sections/49375864160923-Getting-started-with-sign-up-forms
360000190711,Sign-up forms,sign-up-forms,775426003,49375878705179,Build and use forms,14560094570651,Forms,Forms > Build and use forms,https://help.klaviyo.com/hc/en-us/sections/49375878705179-Build-and-use-forms
360000190711,Sign-up forms,sign-up-forms,775426003,14560185127323,Consent pages,,,Consent pages,https://help.klaviyo.com/hc/en-us/sections/14560185127323-Consent-pages
360000190711,Sign-up forms,sign-up-forms,775426003,49375628202779,Subscribe pages,14560185127323,Consent pages,Consent pages > Subscribe pages,https://help.klaviyo.com/hc/en-us/sections/49375628202779-Subscribe-pages
360000190711,Sign-up forms,sign-up-forms,775426003,49375615840539,Form best practices,14560094570651,Forms,Forms > Form best practices,https://help.klaviyo.com/hc/en-us/sections/49375615840539-Form-best-practices
360000190711,Sign-up forms,sign-up-forms,775426003,49375628760219,Unsubscribe pages,14560185127323,Consent pages,Consent pages > Unsubscribe pages,https://help.klaviyo.com/hc/en-us/sections/49375628760219-Unsubscribe-pages
360000190711,Sign-up forms,sign-up-forms,775426003,49375609354139,Test forms,14560094570651,Forms,Forms > Test forms,https://help.klaviyo.com/hc/en-us/sections/49375609354139-Test-forms
360000190711,Sign-up forms,sign-up-forms,775426003,49375879215515,Troubleshooting sign-up forms,14560094570651,Forms,Forms > Troubleshooting sign-up forms,https://help.klaviyo.com/hc/en-us/sections/49375879215515-Troubleshooting-sign-up-forms
29173800271259,SMS,sms,775426004,49375812160155,About collecting SMS consent,29514405962139,Grow your SMS list,Grow your SMS list > About collecting SMS consent,https://help.klaviyo.com/hc/en-us/sections/49375812160155-About-collecting-SMS-consent
29173800271259,SMS,sms,775426004,49375773965595,Brand loyalty SMS flows,29515002720027,Send SMS from flows,Send SMS from flows > Brand loyalty SMS flows,https://help.klaviyo.com/hc/en-us/sections/49375773965595-Brand-loyalty-SMS-flows
29173800271259,SMS,sms,775426004,49375785493659,Format your SMS messages,29514375613467,Send SMS campaigns,Send SMS campaigns > Format your SMS messages,https://help.klaviyo.com/hc/en-us/sections/49375785493659-Format-your-SMS-messages
29173800271259,SMS,sms,775426004,29514293664539,Getting started with SMS,,,Getting started with SMS,https://help.klaviyo.com/hc/en-us/sections/29514293664539-Getting-started-with-SMS
29173800271259,SMS,sms,775426004,49375768926491,Getting started with SMS analytics and metrics,29514440899867,Analyze SMS performance,Analyze SMS performance > Getting started with SMS analytics and metrics,https://help.klaviyo.com/hc/en-us/sections/49375768926491-Getting-started-with-SMS-analytics-and-metrics
29173800271259,SMS,sms,775426004,49375780697115,Getting started with SMS flows,29515002720027,Send SMS from flows,Send SMS from flows > Getting started with SMS flows,https://help.klaviyo.com/hc/en-us/sections/49375780697115-Getting-started-with-SMS-flows
29173800271259,SMS,sms,775426004,49375763905051,Manage your SMS profiles,29514385200539,SMS segments and profiles,SMS segments and profiles > Manage your SMS profiles,https://help.klaviyo.com/hc/en-us/sections/49375763905051-Manage-your-SMS-profiles
29173800271259,SMS,sms,775426004,49375774486811,Revenue-generating SMS flows,29515002720027,Send SMS from flows,Send SMS from flows > Revenue-generating SMS flows,https://help.klaviyo.com/hc/en-us/sections/49375774486811-Revenue-generating-SMS-flows
29173800271259,SMS,sms,775426004,49375740663579,Segment your SMS subscribers,29514385200539,SMS segments and profiles,SMS segments and profiles > Segment your SMS subscribers,https://help.klaviyo.com/hc/en-us/sections/49375740663579-Segment-your-SMS-subscribers
29173800271259,SMS,sms,775426004,49375806470427,Set up SMS,29514293664539,Getting started with SMS,Getting started with SMS > Set up SMS,https://help.klaviyo.com/hc/en-us/sections/49375806470427-Set-up-SMS
29173800271259,SMS,sms,775426004,49375825807515,Set up your first SMS flows ,29515002720027,Send SMS from flows,Send SMS from flows > Set up your first SMS flows ,https://help.klaviyo.com/hc/en-us/sections/49375825807515-Set-up-your-first-SMS-flows
29173800271259,SMS,sms,775426004,49375747879195,Understanding SMS compliance settings,29514448877467,SMS compliance and deliverability,SMS compliance and deliverability > Understanding SMS compliance settings,https://help.klaviyo.com/hc/en-us/sections/49375747879195-Understanding-SMS-compliance-settings
29173800271259,SMS,sms,775426004,49375743979803,Best practices for improving SMS performance,29514440899867,Analyze SMS performance,Analyze SMS performance > Best practices for improving SMS performance,https://help.klaviyo.com/hc/en-us/sections/49375743979803-Best-practices-for-improving-SMS-performance
29173800271259,SMS,sms,775426004,49375796651675,Build forms to grow your SMS list,29514405962139,Grow your SMS list,Grow your SMS list > Build forms to grow your SMS list,https://help.klaviyo.com/hc/en-us/sections/49375796651675-Build-forms-to-grow-your-SMS-list
29173800271259,SMS,sms,775426004,29514405962139,Grow your SMS list,,,Grow your SMS list,https://help.klaviyo.com/hc/en-us/sections/29514405962139-Grow-your-SMS-list
29173800271259,SMS,sms,775426004,49375832892571,Migrate SMS providers,29514293664539,Getting started with SMS,Getting started with SMS > Migrate SMS providers,https://help.klaviyo.com/hc/en-us/sections/49375832892571-Migrate-SMS-providers
29173800271259,SMS,sms,775426004,49375771719195,SMS age-gating and prohibited content,29514448877467,SMS compliance and deliverability,SMS compliance and deliverability > SMS age-gating and prohibited content,https://help.klaviyo.com/hc/en-us/sections/49375771719195-SMS-age-gating-and-prohibited-content
29173800271259,SMS,sms,775426004,49375810668571,Send and optimize SMS campaigns,29514375613467,Send SMS campaigns,Send SMS campaigns > Send and optimize SMS campaigns,https://help.klaviyo.com/hc/en-us/sections/49375810668571-Send-and-optimize-SMS-campaigns
29173800271259,SMS,sms,775426004,49375804348443,Import SMS contacts,29514293664539,Getting started with SMS,Getting started with SMS > Import SMS contacts,https://help.klaviyo.com/hc/en-us/sections/49375804348443-Import-SMS-contacts
29173800271259,SMS,sms,775426004,49375746763803,North America: SMS compliance,29514448877467,SMS compliance and deliverability,SMS compliance and deliverability > North America: SMS compliance,https://help.klaviyo.com/hc/en-us/sections/49375746763803-North-America-SMS-compliance
29173800271259,SMS,sms,775426004,29514375613467,Send SMS campaigns,,,Send SMS campaigns,https://help.klaviyo.com/hc/en-us/sections/29514375613467-Send-SMS-campaigns
29173800271259,SMS,sms,775426004,49375826364443,Sending best practices,29514375613467,Send SMS campaigns,Send SMS campaigns > Sending best practices,https://help.klaviyo.com/hc/en-us/sections/49375826364443-Sending-best-practices
29173800271259,SMS,sms,775426004,49375803319451,Use email and social media to collect SMS consent,29514405962139,Grow your SMS list,Grow your SMS list > Use email and social media to collect SMS consent,https://help.klaviyo.com/hc/en-us/sections/49375803319451-Use-email-and-social-media-to-collect-SMS-consent
29173800271259,SMS,sms,775426004,49375831516059,About sending numbers,29514293664539,Getting started with SMS,Getting started with SMS > About sending numbers,https://help.klaviyo.com/hc/en-us/sections/49375831516059-About-sending-numbers
29173800271259,SMS,sms,775426004,49375811210395,Create SMS subscribe links and keywords,29514405962139,Grow your SMS list,Grow your SMS list > Create SMS subscribe links and keywords,https://help.klaviyo.com/hc/en-us/sections/49375811210395-Create-SMS-subscribe-links-and-keywords
29173800271259,SMS,sms,775426004,49375737431963,Europe: SMS compliance,29514448877467,SMS compliance and deliverability,SMS compliance and deliverability > Europe: SMS compliance,https://help.klaviyo.com/hc/en-us/sections/49375737431963-Europe-SMS-compliance
29173800271259,SMS,sms,775426004,29515002720027,Send SMS from flows,,,Send SMS from flows,https://help.klaviyo.com/hc/en-us/sections/29515002720027-Send-SMS-from-flows
29173800271259,SMS,sms,775426004,49375828882971,Collect SMS consent at checkout,29514405962139,Grow your SMS list,Grow your SMS list > Collect SMS consent at checkout,https://help.klaviyo.com/hc/en-us/sections/49375828882971-Collect-SMS-consent-at-checkout
29173800271259,SMS,sms,775426004,49375754085659,Oceania: SMS compliance,29514448877467,SMS compliance and deliverability,SMS compliance and deliverability > Oceania: SMS compliance,https://help.klaviyo.com/hc/en-us/sections/49375754085659-Oceania-SMS-compliance
29173800271259,SMS,sms,775426004,29514385200539,SMS segments and profiles,,,SMS segments and profiles,https://help.klaviyo.com/hc/en-us/sections/29514385200539-SMS-segments-and-profiles
29173800271259,SMS,sms,775426004,49375832168347,Understand SMS,29514293664539,Getting started with SMS,Getting started with SMS > Understand SMS,https://help.klaviyo.com/hc/en-us/sections/49375832168347-Understand-SMS
29173800271259,SMS,sms,775426004,29514448877467,SMS compliance and deliverability,,,SMS compliance and deliverability,https://help.klaviyo.com/hc/en-us/sections/29514448877467-SMS-compliance-and-deliverability
29173800271259,SMS,sms,775426004,49375736920731,SMS deliverability best practices,29514448877467,SMS compliance and deliverability,SMS compliance and deliverability > SMS deliverability best practices,https://help.klaviyo.com/hc/en-us/sections/49375736920731-SMS-deliverability-best-practices
